order_number,order_type,department,order_date,inspection_date_started,inspection_date_completed,buyer_name,shipper_name,vessel_carrier,bill_of_lading,bill_of_lading_date,inspection_place,client_ref_code,client_trade_name,client_Name,client_address,client_address,client_address,contact_name,contact_phone,contact_email,commodity_name,item_description,quantity,unit_name
LCG17-020,Local,CG,15/03/2017,11/3/2017,14/03/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-021,Local,CG,21/03/2017,21/03/2017,22/03/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Electronic Pipes,,,
LCG17-022,Local,CG,21/03/2017,19/03/2017,21/03/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-023,Local,CG,27/03/2017,25/03/2017,25/03/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-024,Local,CG,27/03/2017,24/03/2017,25/03/2017,,,,,,,,DONG LUC J.S COMPANY,Công Ty Cổ Phần Động Lực,"Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội",,,,TOILET PAPER,,,
LCG17-025,Local,CG,29/03/2017,28/03/2017,28/03/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Cable Reel,,,
LCG17-026,Local,CG,29/03/2017,27/03/2017,31/03/2017,,,,,,,,VIGLACERA BINH DUONG SANITARY WARE COMPANY,CÔNG TY SỨ VIGLACERA BÌNH DƯƠNG - CHI NHÁNH TỔNG CÔNG TY VIGLACERA - CTCP,"Khu sản xuất Tân Đông Hiệp, phường Tân Đông Hiệp, thị xã Dĩ An - Tỉnh Bình Dương.","Khu sản xuất Tân Đông Hiệp, phường Tân Đông Hiệp, thị xã Dĩ An - Tỉnh Bình Dương.","Khu sản xuất Tân Đông Hiệp, phường Tân Đông Hiệp, thị xã Dĩ An - Tỉnh Bình Dương.",,,,SANITARY WARE,,,
LCG17-027,Local,CG,29/03/2017,10/4/2017,10/4/2017,,,,,,,,RANG DONG LIGHT SOURCE AND VACUUM FLASK JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN BÓNG ĐÈN PHÍCH NƯỚC RẠNG ĐÔNG,"87-89 Phố Hạ Đình, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội.","87-89 Phố Hạ Đình, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội.","87-89 Phố Hạ Đình, Phường Thanh Xuân Trung, Quận Thanh Xuân, Thành phố Hà Nội.",,,,LAMP,,,
LCG17-028,Local,CG,29/03/2017,25/03/2017,28/03/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-029,Local,CG,11/4/2017,10/4/2017,10/4/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-030,Local,CG,10/4/2017,10/4/2017,10/4/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-031,Local,CG,12/4/2017,10/4/2017,11/4/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-032,Local,CG,19/04/2017,17/04/2017,18/04/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-033,Local,CG,19/04/2017,15/04/2017,18/04/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-034,Local,CG,19/04/2017,15/04/2017,17/04/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-035,Local,CG,20/04/2017,21/04/2017,25/04/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-036,Local,CG,24/04/2017,28/05/2017,29/05/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-037,Local,CG,24/04/2017,20/04/2017,21/04/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-038,Local,CG,24/04/2017,24/04/2017,25/04/2017,,,,,,,,DONG LUC J.S COMPANY,Công Ty Cổ Phần Động Lực,"Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội",,,,TOILET PAPER,,,
LCG17-039,Local,CG,24/04/2017,22/04/2017,22/04/2017,,,,,,,,AN PHU SEAFOOD CORPORATION,CÔNG TY CỔ PHẦN THỦY HẢI SẢN AN PHÚ,"Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp","Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp","Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp",,,,BASA FILLET,,,
LCG17-040,Local,CG,27/04/2017,8/5/2017,8/5/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Cable Reel,,,
LCG17-041,Local,CG,27/04/2017,26/04/2017,26/04/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Cable Reel,,,
LCG17-042,Local,CG,3/5/2017,28/04/2017,28/04/2017,,,,,,,,AN PHU SEAFOOD CORPORATION,CÔNG TY CỔ PHẦN THỦY HẢI SẢN AN PHÚ,"Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp","Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp","Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp",,,,BASA FILLET,,,
LCG17-043,Local,CG,10/5/2017,9/5/2017,9/5/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-044,Local,CG,22/05/2017,17/05/2017,19/05/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-045,Local,CG,22/05/2017,18/05/2017,19/05/2017,,,,,,,,CÔNG TY TNHH SX & TM DÂN CƯỜNG,CÔNG TY TNHH SX & TM DÂN CƯỜNG,"512 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh","513 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh","514 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh",,,,racking,,,
LCG17-046,Local,CG,22/05/2017,20/05/2017,23/05/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-047,Local,CG,22/05/2017,20/05/2017,20/05/2017,,,,,,,,DONG LUC J.S COMPANY,Công Ty Cổ Phần Động Lực,"Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội",,,,TOILET PAPER,,,
LCG17-048,Local,CG,25/05/2017,27/05/2017,27/05/2017,,,,,,,,CÔNG TY TNHH SX & TM DÂN CƯỜNG,CÔNG TY TNHH SX & TM DÂN CƯỜNG,"512 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh","513 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh","514 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh",,,,racking,,,
LCG17-049,Local,CG,29/05/2017,26/05/2017,29/05/2017,,,,,,,,VIGLACERA BINH DUONG SANITARY WARE COMPANY,CÔNG TY SỨ VIGLACERA BÌNH DƯƠNG - CHI NHÁNH TỔNG CÔNG TY VIGLACERA - CTCP,"Khu sản xuất Tân Đông Hiệp, phường Tân Đông Hiệp, thị xã Dĩ An - Tỉnh Bình Dương.","Khu sản xuất Tân Đông Hiệp, phường Tân Đông Hiệp, thị xã Dĩ An - Tỉnh Bình Dương.","Khu sản xuất Tân Đông Hiệp, phường Tân Đông Hiệp, thị xã Dĩ An - Tỉnh Bình Dương.",,,,SANITARY WARE,,,
LCG17-050,Local,CG,29/05/2017,31/05/2017,31/05/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Cable Reel,,,
LCG17-051,Local,CG,5/6/2017,5/6/2017,6/6/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Electrical accessories,,,
LCG17-052,Local,CG,5/6/2017,2/6/2017,2/6/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,LIGHT,,,
LCG17-053,Local,CG,7/6/2017,5/6/2017,5/6/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-054,Local,CG,7/6/2017,6/6/2017,6/6/2017,,,,,,,,DONG LUC J.S COMPANY,Công Ty Cổ Phần Động Lực,"Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội","Số130 phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Thành Phố Hà Nội",,,,SPORT EQUIPMENT,,,
LCG17-055,Local,CG,13/06/2017,12/6/2017,12/6/2017,,,,,,,,HANOI RUBBER JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN CAO SU HÀ NỘI,"Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.","Tổ 13, phường Cầu Diễn, quận Nam Từ Liêm, thành phố Hà Nội, Việt Nam.",,,,Ruber,,,
LCG17-056,Local,CG,14/06/2017,9/6/2017,13/06/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-057,Local,CG,14/06/2017,12/6/2017,13/06/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-058,Local,CG,14/06/2017,10/6/2017,10/6/2017,,,,,,,,CÔNG TY TNHH SX & TM DÂN CƯỜNG,CÔNG TY TNHH SX & TM DÂN CƯỜNG,"512 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh","513 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh","514 đường 3/2, phường 14, quận 10, TP. Hồ Chí Minh",,,,racking,,,
LCG17-059,Local,CG,21/06/2017,20/06/2017,20/06/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-060,Local,CG,3/7/2017,29/06/2017,8/7/2017,,,,,,,,VIGLACERA TRADING JSC,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIGLACERA,"Tầng 1, Tòa nhà Viglacera, số 1 Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Tầng 1, Tòa nhà Viglacera, số 1 Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Tầng 1, Tòa nhà Viglacera, số 1 Đại lộ Thăng Long, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",,,,SANITARY WARE,,,
LCG17-061,Local,CG,3/7/2017,11/7/2017,12/7/2017,,,,,,,,THAI BINH INVESTMENT TRADING CORPORATION,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI THÁI BÌNH,"26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM",,,,TYRE,,,
LCG17-062,Local,CG,3/7/2017,5/7/2017,5/7/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Cable Reel,,,
LCG17-063,Local,CG,3/7/2017,30/06/2017,1/7/2017,,,,,,,,"NHAT LINH CO LTD.,",CÔNG TY CỔ PHẦN CÔNG NGHỆ CAO LIOA,"Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội","Dốc Đoàn Kết, Phố Vĩnh Hưng, P. Vĩnh Hưng, Q. Hoàng Mai, TP. Hà Nội",,,,Electronic Pipes,,,
LCG17-064,Local,CG,5/7/2017,30/06/2017,3/7/2017,,,,,,,,VICO COMPANY LTD,CÔNG TY TRÁCH NHIỆM HỮU HẠN VICO,"Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng","Số 94, đường 208, xã An Đồng, huyện An Dương, TP. Hải Phòng",,,,Detergent,,,
LCG17-065,Local,CG,5/7/2017,3/7/2017,4/7/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
LCG17-066,Local,CG,5/7/2017,3/7/2017,3/7/2017,,,,,,,,AN PHU SEAFOOD CORPORATION,CÔNG TY CỔ PHẦN THỦY HẢI SẢN AN PHÚ,"Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp","Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp","Ấp Tân Phú, Xã An Nhơn, Huyện Châu Thành, Tỉnh Đồng Tháp",,,,BASA FILLET,,,
LCG17-067,Local,CG,12/7/2017,11/7/2017,11/7/2017,,,,,,,,"NHAT TRANG TRADE & TOURISM CO., LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DU LỊCH NHẬT TRANG,"Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.","Số 50C, Ngõ Trúc Lạc, Phó Đức Chính, Phường Trúc Bạch, Quận Ba Đình, Thành phố Hà Nội, Việt Nam.",,,,PAPER,,,
